ShareRaceByCity
Geographic area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
NY,Depauville CDP,138281,99.1,0,97.7,0,0.3,0.2,0.7
NY,Depew village,131475,98,1.7,96.5,1.2,0.2,0.7,1.7
NY,Deposit village,79038,83.1,9.6,96.6,1.6,0.2,0.1,2.8
NY,Dering Harbor village,38301,93.5,3.5,100,0,0,0,0
NY,DeRuyter village,45433,94.2,11.8,97.7,0.5,0.2,0.5,0.4
NY,Dexter village,46908,87.4,10.2,95.8,1.7,0.6,0.3,1.9
NY,Dix Hills CDP,63933,91.9,1.3,79.9,5.5,0.1,11.2,5.7
NY,Dobbs Ferry village,24722,93.1,3.1,78.6,7.2,0.1,8.6,10.5
NY,Dolgeville village,86344,91.5,12,96.9,0.3,0.4,0.6,1.8
NY,Dover Plains CDP,54250,74.2,8.5,82.9,4.8,0.8,0.6,20.2
NY,Downsville CDP,72375,80.2,29.6,97.6,0.5,0,0,0.6
NY,Dresden village,48500,95,22.3,96.4,0,0.6,0.6,12.7
NY,Dryden village,40841,90.1,4.4,94.7,1.3,0.4,0.7,2.5
NY,Duane Lake CDP,50063,79.3,32.9,98.5,0,0,1.2,1.5
NY,Duanesburg CDP,83287,94.7,3.3,97.2,1,0,0.8,5.9
NY,Dundee village,50000,82.7,32.3,97.7,0.9,0.1,0.3,1.2
NY,Dunkirk city,70500,95.5,5.6,77.5,6.1,1,0.4,26.4
NY,Durhamville CDP,70417,70.6,16.6,97.4,0,0.9,0,0.3
NY,Earlville village,36172,81.1,21.3,98.3,0.6,0.2,0,1.5
NY,East Atlantic Beach CDP,37813,85.8,2.6,96,0.7,0,1.1,5.3
NY,East Aurora village,41176,90.7,5.6,97.8,0.4,0.1,0.5,1.1
NY,East Avon CDP,50317,90.9,20.6,94.2,0.2,0.2,1.8,2.3
NY,Eastchester CDP,30357,84.7,6.4,88.3,1.3,0.1,7.7,6.5
NY,East Farmingdale CDP,-,98.4,3.8,71.6,12.5,0.2,5.1,20.9
NY,East Garden City CDP,35521,87.9,20.1,72.1,17.5,0.1,4.5,9
NY,East Glenville CDP,47083,88,19.1,94,0.8,0,3,1.9
NY,East Greenbush CDP,141250,97.5,30.3,90.8,2.4,0.1,4.4,2.5
NY,East Hampton village,116671,93.1,10.4,92.7,0.7,0,1.1,11.8
NY,East Hampton North CDP,43586,88.8,25.5,76.1,6,0.7,1.1,38.5
NY,East Hills village,41618,100,0,89.8,0.9,0,7.4,2.2
NY,East Islip CDP,27750,92.2,21.8,94.5,1,0.1,1.6,6.2
NY,East Ithaca CDP,50469,82.9,18.4,69.7,4.8,0.4,20.3,5
NY,East Kingston CDP,51071,95.1,2.6,85.5,10.9,0,0,8
NY,East Marion CDP,115441,94.9,4.4,95.2,0.8,0,0.9,6.7
NY,East Massapequa CDP,(X),87.2,18,80.1,12.7,0.3,2.1,10.1
NY,East Meadow CDP,40214,71.3,9.8,77.3,5.2,0.1,11.6,12.2
NY,East Moriches CDP,38937,78.9,45,94.5,1.4,0.3,0.9,5.9
NY,East Nassau village,35852,64.3,33.2,94.7,1.7,0.3,1.4,2.4
NY,East Northport CDP,40313,91.9,11,93.1,0.8,0,2.8,6.7
NY,East Norwich CDP,138705,100,0,93.5,0.8,0,3.5,4.4
NY,East Patchogue CDP,66346,100,10,84.3,4.4,0.3,2.3,17.6
NY,Eastport CDP,32553,86,16.2,94.3,1.4,0,0.6,8.7
NY,East Quogue CDP,104293,85.8,25,93,1.7,0.2,1.3,8.9
NY,East Randolph village,80317,87,53,94.7,2.9,0.5,0.3,5.6
NY,East Rochester village,104250,90.7,15,91.8,3.2,0.2,0.9,5.1
NY,East Rockaway village,72295,98,2.2,93.2,1.4,0.1,2.1,8
NY,East Shoreham CDP,88583,93.8,8.1,94.6,1.4,0.1,2.4,5.5
NY,East Syracuse village,104531,83.7,12.6,90.6,3,1,0.7,2.6
NY,East Williston village,61523,93.7,2.8,94.3,0.4,0,4,4.3
NY,Eatons Neck CDP,163710,87.9,7,97.4,0.2,0,0.9,2.6
NY,Eden CDP,115432,93.6,5.9,98,0.5,0.3,0.3,0.7
NY,Edmeston CDP,44647,96.4,4.4,96.7,0.6,0,0.5,2.4
NY,Edwards village,41750,97,2.7,99.1,0.2,0,0,0.7
NY,Eggertsville CDP,72500,96.5,4.7,77.2,12.2,0.2,7.3,2.9
NY,Elba village,94589,86.2,9.2,93.2,1,0.3,0,10.1
NY,Elbridge village,94214,98.4,4.3,96.8,0.3,0.5,0.3,3
NY,Elizabethtown CDP,96685,94.2,5.3,96.4,0.5,0,0.4,0.3
NY,Ellenville village,68438,97.7,22.8,68.1,13.7,1.3,2.4,27.9
NY,Ellicottville village,92899,94.5,30.4,98.4,0,0.3,0,0.3
NY,Ellisburg village,134309,93.1,1.6,93.9,0.8,0,2,0.4
NY,Elma Center CDP,68366,92.4,5.8,99.2,0.2,0.2,0.3,0.5
NY,Elmira city,100521,91.1,4.4,78.3,14.6,0.4,0.6,4.3
NY,Elmira Heights village,88953,95.6,5.8,94.1,2.1,0.2,1,1.4
NY,Elmont CDP,22708,97,4.4,28.5,45.5,0.5,10.9,21.8
NY,Elmsford village,46504,95.1,4.8,46.4,20.5,0.6,10.5,38
NY,Elwood CDP,93490,96.4,4,82.1,6.2,0.1,8,8.2
NY,Endicott village,119628,86.5,9.8,86.6,7,0.2,1.8,4.4
NY,Endwell CDP,35566,94.2,6.8,93.1,2.4,0.2,2,2.6
NY,Erin CDP,136250,96.6,3.1,97.3,0.2,0.2,0.2,0.4
NY,Esperance village,123971,83.5,37.2,93,3.5,0,0.3,4.9
NY,Evans Mills village,64688,91.5,18.9,88.9,2.4,0,2.3,5.2
NY,Fabius village,53611,96.2,3.2,98,0,1.7,0,4
NY,Fair Haven village,35625,95.4,3.1,97.6,0.1,0.8,0.4,1.7
NY,Fairmount CDP,63964,87,17.4,93.2,2.2,0.6,1.7,2
NY,Fairport village,72083,99,2.1,95.3,1.4,0.3,1.2,2.1
NY,Fairview CDP (Dutchess County),68438,99.3,3.6,76.8,12.8,0.1,3.4,8.6
NY,Fairview CDP (Westchester County),50438,95.2,4.2,16,58.2,0.4,3.3,33.4
NY,Falconer village,45800,89.9,8.7,97.3,0.6,0.3,0.3,2.2
NY,Farmingdale village,38125,87.1,19.7,85.2,2.6,0.4,5.5,13.7
NY,Farmingville CDP,55500,94.5,12.9,88.2,2.4,0.3,3.7,12.5
NY,Farnham village,87708,93.1,2.1,89,1.6,7.3,0,1.3
NY,Fayetteville village,29295,96.9,2.4,93.8,1.4,0.2,3,2.1
NY,Felts Mills CDP,41299,92.1,12.1,83.3,5.9,0,2.4,3.2
NY,Fillmore CDP,89523,79.8,17.5,98.7,0.3,1,0,1.5
NY,Fire Island CDP,83995,95.9,2.2,91.1,4.1,0,0.3,7.9
NY,Firthcliffe CDP,104476,91.8,24.2,91.4,2.6,0.4,1,9.6
NY,Fishers Island CDP,32726,96.3,3.3,96.2,0.8,0,0.8,0.8
NY,Fishers Landing CDP,54446,82.8,32.1,94.4,1.1,0,1.1,2.2
NY,Fishkill village,32292,89.7,12.4,73.6,5.5,0.1,15.1,10.9
NY,Flanders CDP,54063,86.2,8,65.3,13.8,1.5,1.1,37.5
NY,Fleischmanns village,46875,83.3,14,70.1,0.6,2.3,0.9,36.5
NY,Floral Park village,59286,92.2,4.3,87,1.3,0.1,6.9,8.8
NY,Florida village,50208,88.7,23.1,86.3,5.7,0.3,2.3,14.2
NY,Flower Hill village,62396,94.2,8.7,82.8,0.7,0,12.7,5.8
NY,Fonda village,69788,89.7,12.3,97.6,0.4,0,0.5,2.9
NY,Forest Home CDP,69485,96.4,6.2,59.1,2.1,0,35.5,5.6
NY,Forestville village,43512,91.9,12.9,96.3,0.7,1,0.4,1.7
NY,Fort Ann village,37566,94.9,5.5,98.1,0,0,0.6,4.5
NY,Fort Covington Hamlet CDP,73750,93.7,12.8,80.8,0.4,14.2,0.1,3.2
NY,Fort Drum CDP,95953,94.3,4.5,72.4,13,1,2.7,15.5
NY,Fort Edward village,61042,95,2.9,96.9,1,0.2,0.2,1.5
NY,Fort Johnson village,71930,86.4,19.2,95.7,0.6,0.2,0.8,2.2
NY,Fort Montgomery CDP,40227,82.8,16.8,86.1,3.6,0.8,1.2,10.9
NY,Fort Plain village,37500,92.6,16.5,96.9,0.5,0.3,0.2,2.5
NY,Fort Salonga CDP,111250,91.3,5.3,95.2,0.9,0.1,2.2,3.9
NY,Fowlerville CDP,70985,92.1,5.6,93.8,1.3,0,3.1,2.2
NY,Frankfort village,151083,87.5,22,97,0.7,0.2,0.3,1.5
NY,Franklin village,(X),97.1,4.8,96.3,1.1,0,0.3,1.6
NY,Franklin Square CDP,53505,100,12.8,83.3,3.2,0.3,7.2,13.3
NY,Franklinville village,63482,96.9,13.9,97,0.1,0.3,0.9,1.7
NY,Fredonia village,35938,89.6,4.6,93.8,1.8,0.3,1.6,3.9
NY,Freedom Plains CDP,100829,95.9,4.4,90.3,1.4,0,4.5,5.7
NY,Freeport village,87845,95.4,0.9,40.5,33.3,0.8,1.6,41.7
NY,Freeville village,208424,90,0,94.2,3.5,0.4,0.2,1
NY,Frewsburg CDP,40208,91.6,12.4,97.3,0.5,0.5,0,0.9
NY,Friendship CDP,32778,61.9,12.8,97.8,0.6,0.4,0.1,1.8
NY,Fulton city,45000,78.9,20.2,95.5,1,0.5,0.5,3.1
NY,Fultonville village,68482,95.8,2.7,96.9,0.5,0,2,1.7
NY,Gainesville village,41406,94.4,2.6,99.6,0,0,0,0.9
NY,Galeville CDP,41966,93.9,8,88.4,4.8,0.6,2.7,3.3
NY,Galway village,48827,89.8,8.8,99.5,0,0,0,1
NY,Gang Mills CDP,63047,99,22.4,80.5,3.7,0.3,13.3,1.8
NY,Garden City village,92250,90.8,19.7,93,1.4,0.1,3.6,4.5
NY,Garden City Park CDP,31364,93.6,8.1,56.4,3.8,0.3,33.1,12.1
NY,Garden City South CDP,122554,88.7,18.6,89.6,1,0.2,5.7,7.9
NY,Gardiner CDP,16719,95.6,13.7,91.4,1.5,0.2,0.4,8.9
NY,Gardnertown CDP,43208,89.1,15,77.7,9.9,0.4,1.9,16.9
NY,Gasport CDP,46944,92.1,12.4,96.6,0.6,0.6,0.3,1.3
NY,Gates CDP,96568,91.2,9,84.6,8.7,0.2,2.9,4.8
NY,Geneseo village,36726,83.3,27.5,88.8,2.3,0.2,5.3,3.9
NY,Geneva city,47910,98,5.8,77.3,10.5,0.3,1.7,13.2
NY,Germantown CDP,58125,76.1,56.6,94.8,0.6,0.2,1.8,4.3
NY,Ghent CDP,72574,87.5,21.6,97.3,0.5,0,0.2,4.4
NY,Gilbertsville village,64375,92.7,12.8,98.5,0.5,0.3,0.3,1
NY,Gilgo CDP,47773,88.4,5.4,100,0,0,0,2.3
NY,Glasco CDP,28782,89.7,24.2,92.8,1.7,0.1,2.3,5.2
NY,Glen Aubrey CDP,36126,96.2,19.1,97.3,0.6,0,0,0.4
NY,Glen Cove city,39758,95.5,4.2,74.2,7.2,0.4,4.6,27.9
NY,Glen Head CDP,41250,81.2,13.8,91.8,0.9,0.1,3.4,8.1
NY,Glen Park village,42097,99.2,10.9,96.8,1,0,0.2,1
NY,Glens Falls city,59615,89.1,10.1,94.7,1.8,0.3,0.6,2.3
NY,Glens Falls North CDP,84920,82,36.2,95.8,1.1,0.2,1.4,1.9
NY,Glenwood Landing CDP,153506,83.8,31.1,92.9,0.8,0.1,3.7,6.1
NY,Gloversville city,98621,84.3,13.3,93.4,2.8,0.3,0.5,3.4
NY,Golden's Bridge CDP,106935,91.1,4.4,92.7,2.5,0,2.6,5.6
NY,Gordon Heights CDP,56917,82.6,11.9,28.7,52.9,1.9,1.9,25
NY,Gorham CDP,69594,88.3,5.7,96.9,1,0.2,0.2,1.8
NY,Goshen village,46347,92.3,7.9,84.5,3.7,0.4,2.3,15.3
NY,Gouverneur village,50729,97.4,3.9,95.3,1.1,0.5,0.8,2.2
NY,Gowanda village,38051,90.3,3.1,90.6,0.7,5.5,0.4,3
NY,Grand View-on-Hudson village,40000,88.6,5.1,91.2,5.6,0,1.1,6
NY,Grandyle Village CDP,64792,91.8,10,95.4,1.3,0.6,1.5,2.1
NY,Granville village,53882,90.9,2.4,97.2,0.6,0.5,0.4,1.3
NY,Great Bend CDP,43281,91.6,11.7,91.9,2.1,0.6,1.8,3
NY,Great Neck village,159479,84.6,8.6,82.8,2,0.2,7.2,10.2
NY,Great Neck Estates village,54459,88.4,41.5,86.4,0.8,0.1,10.2,2.9
NY,Great Neck Gardens CDP,58438,87.1,24.1,83.1,0.8,0.1,12.1,1.7
NY,Great Neck Plaza village,68362,96.6,5.2,82.2,1.5,0,11.6,7.8
NY,Great River CDP,108333,91.5,29.3,96.8,0.5,0,1.8,4.2
NY,Greece CDP,51500,87.8,17.5,88.2,5.4,0.3,2.4,5.4
NY,Greene village,45395,100,0,98.9,0.1,0,0.1,0.6
NY,Green Island village,59938,80,11.8,89.2,5,0.5,1.8,3.3
NY,Greenlawn CDP,124615,87.3,14.3,74,13.9,0.4,4.1,12.5
NY,Greenport village,35044,80.3,14.6,66.5,10.4,0.2,0.6,34
NY,Greenport West CDP,122406,94.5,1.9,81.5,5.4,0.4,0.8,15.4
NY,Greenvale CDP,71447,88.2,11.3,69.7,1.9,0.3,18.8,13.6
NY,Greenville CDP (Greene County),61036,89.3,16.1,94.5,1.7,0.4,1.7,2.9
NY,Greenville CDP (Westchester County),73750,95.2,10,73.3,1.5,0.1,22.2,4.8
NY,Greenwich village,35175,98.2,1.3,97.4,0.5,0.3,0.5,1.1
NY,Greenwood Lake village,40386,80.7,29.1,89.8,2.5,0.7,2.3,12.4
NY,Greigsville CDP,126250,99.2,2.2,96.7,1.4,0,0,3.3
NY,Groton village,67868,82,16,95.4,1.6,0,0.8,1.8
NY,Groveland Station CDP,38194,100,0,95.4,0,0.7,2.5,1.4
NY,Guilford CDP,77917,92.8,6.1,98.9,0,0.6,0.3,0.6
NY,Hadley CDP,90382,86.7,27.7,95.6,1.5,0.9,0.2,2.7
NY,Hagaman village,176250,83.2,21,96.1,0.9,0.3,0.1,3.6
NY,Hailesboro CDP,100357,99.6,1.7,97.3,0.5,0.3,0.2,1.4
NY,Halesite CDP,67138,93.9,10.8,96.1,0.8,0,1.5,4.2
NY,Hall CDP,128214,85.3,18.8,99.5,0,0,0.5,0
NY,Hamburg village,48028,92.7,11.8,98.2,0.4,0.2,0.4,1.4
NY,Hamilton village,48188,90.3,5.9,85.6,5,0.1,5.5,4.6
NY,Hamlin CDP,55000,98.3,0.6,94.9,1.2,0.5,0.4,3.2
NY,Hammond village,86563,86.1,15.3,95.7,0.7,1.8,1.1,0.7
NY,Hammondsport village,56212,92.7,6.7,97.3,0.9,0.2,0.6,0.3
NY,Hampton Bays CDP,56806,97.8,3.1,84.3,1.5,0.3,0.8,28.6
NY,Hampton Manor CDP,95417,91.8,8.4,91.6,3.4,0.2,2.1,1.9
NY,Hancock village,45333,91.5,11.8,95.2,0.9,0.6,0.8,5.3
NY,Hannawa Falls CDP,200952,93.2,10.7,98.3,0.4,0.3,0.3,0.9
NY,Hannibal village,46146,92.4,6.7,97.8,0,0.5,0.2,0.4
NY,Harbor Hills CDP,78611,81,17.7,93.6,0.3,0,5.2,1.9
NY,Harbor Isle CDP,92045,95.3,15.1,94.8,0.8,0,1.8,5.9
NY,Harriman village,48403,93.2,7.9,66.9,13.4,0.7,10.4,18.1
NY,Harris Hill CDP,46042,79.1,10.5,93.1,1.4,0.1,3.9,1.7
NY,Harrison village,41364,96.3,4.6,84.1,2.4,0.2,7.5,11.7
NY,Harrisville village,48000,93.6,11.5,98.2,0.2,0.2,0,1
NY,Hartsdale CDP,56080,95.1,2.9,72.5,5.5,0.3,16.7,12.1
NY,Hartwick CDP,44519,95.9,0,96.5,0,0.3,0.2,1.3
NY,Hastings-on-Hudson village,120318,91.1,13.8,85.2,4.6,0.2,4.7,9
NY,Hauppauge CDP,103654,89.8,15.8,89.2,2.2,0.1,5.9,7.1
NY,Haverstraw village,66426,88,8.8,47.9,12.7,0.8,2.3,67.1
NY,Haviland CDP,71591,86.1,9.8,87.2,5.7,0.1,2.2,5.5
NY,Hawthorne CDP,54327,93.7,13.8,93.4,0.9,0,2.7,7.3
NY,Head of the Harbor village,35938,93.7,20,95.4,0.7,0,2.6,3.1
NY,Hemlock CDP,56310,99.4,1.7,94.8,0.9,0.2,0.4,1.1
NY,Hempstead village,75606,93.3,0,21.9,48.3,0.6,1.4,44.2
NY,Henderson CDP,62745,95.8,5.6,96.4,0,0,0,0.9
NY,Heritage Hills CDP,28333,93.5,16.2,95.7,1.3,0.1,2.1,2.2
NY,Herkimer village,55735,94.2,12.1,91.5,4.5,0.3,1.1,3.3
NY,Hermon village,53542,93.9,27.8,95,0.2,0.9,0.9,4
NY,Herricks CDP,141382,95.7,9,52.6,0.5,0.1,43.2,3.9
NY,Herrings village,91389,89.7,6.6,86.7,0,0,1.1,3.3
NY,Heuvelton village,61688,97.6,13.5,98.7,0.1,0.4,0.1,0.3
NY,Hewlett CDP,86574,89.4,16.6,85,2.3,0,7.1,10.7
NY,Hewlett Bay Park village,104469,96.6,10.1,92.6,0,0,5.7,5.4
NY,Hewlett Harbor village,50139,88.5,13.1,93.7,0.8,0,3.9,2.4
NY,Hewlett Neck village,84601,87.8,0,93.5,3.8,0,2,2
NY,Hicksville CDP,37083,96.6,1.6,70.3,2.3,0.3,19.7,14.5
NY,High Falls CDP,124276,85.8,8.8,93.1,2.9,0,1.8,3.7
NY,Highland CDP,105305,97.9,3.3,84.4,6.9,0.3,4,7.8
NY,Highland Falls village,56061,90.8,7.9,70.4,13,0.8,2.3,18.7
NY,Hillburn village,82885,90.3,15.1,52.6,17.1,9,3.8,20
NY,Hillcrest CDP,105227,94.3,5.9,21.7,55.8,0.4,10.9,20
NY,Hillside CDP,140673,90.1,18.7,93.5,1.7,0,3.1,3.4
NY,Hillside Lake CDP,54861,97.1,4,90.4,2.4,0.2,1.9,8.2
NY,Hilton village,55417,96.1,3.5,96.5,1.5,0.2,0.3,2.3
NY,Hobart village,23333,74,17.3,95.5,2.5,0.2,0.2,2.7
NY,Holbrook CDP,74886,95.2,4.1,91.7,1.6,0.1,3.7,8.5
NY,Holland CDP,38738,90.3,3,98.2,0.3,0.6,0,1.2
NY,Holland Patent village,33750,97.4,5,99.3,0.2,0,0,1.7
NY,Holley village,127734,94.7,0,96.2,1.1,0.2,0.1,3
NY,Holtsville CDP,72500,71.2,20.7,90.2,1.8,0.2,4.4,10.1
NY,Homer village,54500,94.3,21.8,95.7,0.6,0.2,1.2,1.3
NY,Honeoye CDP,106235,95.5,4.8,97.6,0.2,0.2,0.5,0.7
NY,Honeoye Falls village,"250,000",89.3,19.7,96.4,0.7,0.2,0.6,1.8
NY,Hoosick Falls village,200000,80.6,26.8,96.7,0.8,0.2,0.5,1.2
NY,Hopewell Junction CDP,206667,94.1,0.4,87.2,2.1,0,1.6,8
NY,Hornell city,95030,84.7,3.8,93.8,2.3,0.2,0.7,2
NY,Horseheads village,(X),91,5,93.9,1.9,0.2,2.3,1.6
NY,Horseheads North CDP,59406,96.6,4.8,95,1.7,0.1,1.7,1.5
NY,Hortonville CDP,80475,97,1.4,98.2,1.8,0,0,3.2
NY,Houghton CDP,77321,99.2,1.5,91.4,2.1,0.2,4.5,1.9
NY,Hudson city,94156,99.1,1.4,59,25,0.4,7.1,8.2
NY,Hudson Falls village,96563,90.8,4.4,96.4,1.1,0.1,0.4,1.5
NY,Hunt CDP,90125,94.9,19.4,94.9,3.8,0,0,2.6
NY,Hunter village,58297,87.1,14.4,93.6,0.4,0,2.4,5.4
NY,Huntington CDP,46346,93.4,5.1,93.2,2.2,0.1,2.2,5
NY,Huntington Bay village,98878,89.9,9.6,96.4,0.5,0,1.8,3.4
NY,Huntington Station CDP,60125,84.2,4.2,64,10.9,0.6,3.5,36.7
NY,Hurley CDP,67708,89.6,2.3,93.9,1.4,0,2,3.4
NY,Hyde Park CDP,35034,87.3,13.2,92.2,3.3,0.1,1.7,4.9
NY,Ilion village,92194,94.9,5.9,96,1.2,0.3,0.5,2.4
NY,Interlaken village,47083,92.3,19.5,95.2,1.7,0.3,1.5,0.7
NY,Inwood CDP,43026,93.2,2.7,48,24.2,0.7,3.3,42.8
NY,Irondequoit CDP,61250,90.3,14.8,86.8,7.7,0.2,1.3,6.2
NY,Irvington village,52045,95.7,9.4,87.1,1.9,0.1,7.9,6.2
NY,Islandia village,73462,88.4,26.3,62.8,14,0.4,6.1,28.3
NY,Island Park village,38598,92.5,4.8,83.4,1.9,0.2,2.5,26.5
NY,Islip CDP,53435,92.8,11.1,86.4,4.7,0.2,2.5,13.8
NY,Islip Terrace CDP,72313,97.3,0,92.5,1.9,0.2,2.3,8.9
NY,Ithaca city,64773,96.4,6.7,70.5,6.6,0.4,16.2,6.9
NY,Jamesport CDP,51042,92.3,10.9,95.7,1.1,0.1,0.4,8.3
NY,Jamestown city,34313,88.3,7.2,88.4,4.1,0.6,0.4,8.8
NY,Jamestown West CDP,42392,88.8,25.9,97.5,0.6,0,1.3,0.9
NY,Jefferson Heights CDP,36667,93.8,9.6,92.2,3.6,0,0.6,4.8
NY,Jefferson Valley-Yorktown CDP,27917,99.2,5,89.2,2.6,0.2,4.3,8.2
NY,Jeffersonville village,110901,94.5,0,85,3.3,0,4.7,11.1
NY,Jericho CDP,177083,97,11.9,70.8,1.9,0.1,25.4,3
NY,Johnson City village,73591,80.7,25.1,82.9,6.3,0.2,5.3,4.2
NY,Johnstown city,78906,85.7,24.9,95.4,1,0.1,1.3,2.4
NY,Jordan village,75500,78.9,11.4,97.7,0.2,0.5,0.4,1.3
NY,Kaser village,39525,95.8,43.4,99.5,0,0,0.1,0.9
NY,Katonah CDP,48958,96.6,5.3,87.1,2.5,0.2,2.6,11.9
NY,Keeseville village,48494,99.3,6.5,96.2,0.9,0.3,0.7,1.4
NY,Kenmore village,54275,77.6,15.2,92.8,3,0.6,1,3.4
NY,Kennedy CDP,138051,95.4,7.1,99.4,0,0,0,0.6
NY,Kensington village,87976,94.2,12.8,87.2,0.7,0.1,8.7,2.2
NY,Kerhonkson CDP,59254,89.7,21.2,92.6,1.8,0.7,1.3,7.8
NY,Keuka Park CDP,97500,89,19.8,93.5,3.6,0.6,0.4,2.6
NY,Kinderhook village,96856,75.4,17.1,96.9,0.2,0.2,0.6,3.8
NY,Kings Park CDP,30436,91.9,8.5,94.1,1.1,0.1,2.4,5.3
NY,Kings Point village,80711,95.7,2.7,91.4,0.8,0,3.4,1.7
NY,Kingston city,30950,87.5,3.6,73.2,14.6,0.5,1.8,13.4
NY,Kiryas Joel village,64094,91.1,17,99.2,0.1,0,0.1,1.3
NY,Kysorville CDP,58281,92.4,5.6,95.5,4.5,0,0,0
NY,Lackawanna city,110655,94.2,4.6,83.9,9.9,0.3,0.7,7.1
NY,Lacona village,41250,94.2,44.8,96.9,0.7,0.2,0.7,1.5
NY,La Fargeville CDP,140242,100,20.7,92.9,0.3,0.5,0.3,2.5
NY,Lake Carmel CDP,38371,85.9,29.3,89.1,2.6,0.4,1.7,15.1
NY,Lake Erie Beach CDP,42950,85.5,6.4,96.4,0.5,1.2,0.1,1.4
NY,Lake George village,50313,77.1,5.7,96.6,0.4,0.1,1.1,2
NY,Lake Grove village,20048,95.2,1.1,87.9,2.2,0.2,6.7,7.8
NY,Lake Katrine CDP,109952,86.2,25,90.6,3,0.2,1.9,4.3
NY,Lakeland CDP,37898,95.5,5.1,97.7,0.4,0.3,0.3,1.3
NY,Lake Luzerne CDP,51634,89.4,18.8,97.7,0.2,0.2,0.7,1.5
NY,Lake Mohegan CDP,38500,89,14.1,82.2,6.6,0.3,4.4,16.2
NY,Lake Placid village,176667,94.1,6.5,95.8,0.9,0.3,1.8,1.3
NY,Lake Ronkonkoma CDP,48453,76.4,73.7,89.2,2.4,0.2,4.5,10
NY,Lake Success village,30278,94.7,6.6,67.2,3.4,0.1,27,2.8
NY,Lakeview CDP,80938,81.8,27,5.8,81.4,0.7,0.8,15.2
NY,Lakeville CDP,98384,92.8,8.6,91.9,0.3,1.1,2.4,0.9
NY,Lakewood village,113160,85.5,16.9,96.2,0.7,0.3,1.3,1.5
NY,Lancaster village,40757,96.6,3.2,97.4,0.7,0.3,0.2,1.4
NY,Lansing village,26099,82.8,13.6,63.2,6.5,0.4,25,4.8
NY,Larchmont village,60694,100,0,92.7,1.5,0.2,2.5,6.3
NY,Lattingtown village,35352,97.8,2.3,95.1,0.5,0,2.7,2.4
NY,Laurel CDP,52500,93.5,5.3,92,1.7,0,0.4,8.9
NY,Laurel Hollow village,49565,88.6,6.5,89.4,1.5,0.2,7.7,2.3
NY,Laurens village,86705,84.5,18.6,97.3,0,0,0.4,3.4
NY,Lawrence village,60129,64,56.6,95.6,1.3,0,1.7,2.9
NY,Leeds CDP,63026,64.3,45,91.2,3.2,0.5,1.6,6.1
NY,Leicester village,94960,83.2,24.4,97,0.2,0,1.3,0.4
NY,Le Roy village,31250,88.4,19.9,94.7,2.5,0.3,0.3,2.3
NY,Levittown CDP,61250,97.2,8.3,88.9,0.9,0.1,5.7,11.5
NY,Lewiston village,54545,93.4,5.6,95.8,1.4,0.7,1.1,1.4
NY,Liberty village,104531,96.7,8.8,66.5,14.9,0.8,1.8,25.1
NY,Lido Beach CDP,50766,88.2,7.8,96,0.7,0,1.8,3.6
NY,Lima village,87296,93.4,9.2,95.7,0.6,0.3,1.6,2.5
NY,Lime Lake CDP,173533,86,26,98.4,0.1,0.2,0.1,1.5
NY,Limestone village,111319,94.2,3.2,98.2,0,1,0.3,0
NY,Lincolndale CDP,37500,89.3,9.9,95.2,0.9,0.1,1.3,5.8
NY,Lincoln Park CDP,47143,94.4,4.7,87.1,4.5,0.5,2.2,6.7
NY,Lindenhurst village,49991,91.1,9.8,92.1,1.5,0.1,1.9,9.7
NY,Linwood CDP,61232,91.8,6.2,100,0,0,0,0
NY,Lisle village,152284,90.6,5.7,97.8,0.9,0.6,0,0.6
NY,Little Falls city,129479,82.4,9.8,96.8,0.6,0.1,0.5,1.4
NY,Little Valley village,103723,78.4,56.8,95.1,2.1,1.3,0.1,1.5
NY,Liverpool village,207500,93.9,10.5,94.9,2.1,0.3,0.6,2.4
NY,Livingston Manor CDP,42500,94.3,7.4,88.4,5,0.7,1.5,10.3
NY,Livonia village,140391,98.6,12.6,99.1,0.1,0.1,0.2,1.3
NY,Livonia Center CDP,82159,98.2,4.6,98.6,1,0,0,0.5
NY,Lloyd Harbor village,60893,91.1,4.1,95.3,1,0.1,2.2,3.3
NY,Lockport city,50357,95.2,2.7,87.5,7.2,0.5,0.5,3.2
NY,Locust Valley CDP,98810,97.3,8.2,85.5,3.3,0.1,2.4,17.6
NY,Lodi village,53704,92.4,15.5,97.6,0,0.7,1,1.4
NY,Long Beach city,34088,97.6,1.6,83.2,6.4,0.3,2.7,14.1
NY,Long Lake CDP,143333,80.7,20.6,96.5,1.6,0.2,0.4,1.5
NY,Lorenz Park CDP,51581,87.8,1.4,82.2,9.7,0.1,2.6,5.2
NY,Lorraine CDP,44500,88.9,10.3,97.1,0.6,0.6,1.1,1.1
NY,Lowville village,45227,92.4,3,96.5,1.4,0.3,0.5,1.7
NY,Lynbrook village,108299,96.8,6.8,85.3,3.7,0.1,4.5,13
NY,Lyncourt CDP,27500,79.9,23.4,88.3,6.1,0.5,1.7,3.5
NY,Lyndonville village,83532,96.4,2.1,94.3,1.6,1.3,0.5,2.3
NY,Lyon Mountain CDP,(X),91.6,17,96,1.4,0.5,0.5,1.4
NY,Lyons village,48750,86.4,16.8,83.8,10.6,0.3,0.3,5
